Predictions,Text
1,airline love -pron- flight always delay unfortunately
3,airline -pron- butt hurt
0,airline -pron- tell -pron- half hour ago
0,airline hang almost hour
2,airline take forever catering get -pron- flight delay ticked right
1,airline -pron- absurd wait 45min flight attendant assign -pron- flight late flight -pron-
1,airline delay flight bummer
6,airline well -pron- -pron- way half -pron- tv channel static pensiveface
1,airline happen flight fll sfo delay reroute
3,airline shut turn tvsmusic
3,airline -pron- confirm -pron- rate go look like fly jetblue time around afford price
3,airline -pron- try take stuff seat front -pron- bug throughout flight feel safe
3,airline member since 2007 look travel next week 224227 could book right away due snow bos
6,airline want seem crazy already ask twice
2,airline send email 24 hour ago ask question still response need answer hopefully flight booking problem flight
2,airline -pron- say delay due mechanical issue look something little specific
6,airline get plane think deserve know mechanical issue flight delay
1,airline -pron- give -pron- update flight 1684 mco jfk -pron- say mechanical issue disclose -pron-
6,airline walk gate ask desk gate 1
7,airline flight 2416 orlandoridiculous -pron- wait high school band board notbabysitter whrsthecoach
6,airline -pron- service agent mco great -pron- enough -pron- work right
2,airline get semantic mean within extent period -pron- still technically 219 dictionary
5,airline give -pron- false hope ever get home
1,airline cool announce flight delay everyone check 4 hour delay bdldca staff offer help
0,airline hold flight 1553 boarding take place 30 minute ago
3,airline -pron- wait half hr package wrong -pron- guy
7,airline -pron- trueblue page work chrome safari keep get blank page lick trueblue tab -pron- site
1,airline -pron- point -pron- offer -pron- flight next day expect -pron- pay hotel -pron- cancel flightled
7,airline probably find -pron- ticket
1,airline -pron- offer flight 419 pay -pron- change itthis 2nd time -pron- -pron- ruin cruise plan
7,airline flight need late flightr one need -pron- change -pron- flight -pron- guy change -pron- time
0,airline -pron- bag miss 1099 land 6 hour ago help
4,airline apparently substitute pilot flight 69 bos fll find info avail counter -pron-
0,airline land mco 9 a.m. still -pron- bag -pron- suppose give -pron- disney magical express ami livid
2,airline flight 69 ha one employee say -pron- reassign another say -pron- leave want warm weather
3,airline want add -pron- flight mexico air canada exact situation none problem jet blue
2,airline -pron- mean take -pron- time write -pron- physical letter fraud department email telephone right
2,airline capital one explain false fraud alert jet blue representative issue -pron- new tkt -pron- resolve
2,airline -pron- work call jet blue mexico address fraud alert capital one line rebooke
2,airline actually -pron- say fraud issue never resolve -pron- issue -pron- new ticket phone
3,airline call jet blue get explanation make sure -pron- would happen future tell write fraud dept
7,airline arrive airport tell -pron- ticket refund -pron- name fraud alert
1,airline jet blue cancel flight -pron- ticket never reissue -pron-
4,airline screw -pron- last time user glad give -pron- -pron- business jetscrew awfulcustomerservice
6,airline alternative -pron- absolutely respect loyal customer 8 year
3,airline pool gifting completely different charge 375 send point -pron- disgusting
3,airline would -pron- charge money transfer point someone
2,airline help fly specific day
7,airline -pron- note -pron- perfectly fine -pron- attitude dealing flyer stubborn demand unwilling accommodate
4,airline share -pron- public fly 20 time year sit tarmac fll -pron- staff bad ever meet
5,airline w flt 4 brother fiancé sit board 30mins w tech issue
3,airline give -pron- free movie apparently dunkin donut coffee safety hazard thingsyoucantmakeup switch2sbux
2,airline long someone remember put -pron- plane right really lame excusegeez airline much well coffeeneeded
0,airline else could possibly take place coffee hourhope pilot rely aircraft caffeine needcoffee
5,airline lack coffee 730am flight tell someone forgot load coffee onto plane ineedcoffee
6,airline get -pron- wrong love fly -pron- tv free bag descent fare recent plane problem annoying
2,airline appreciate fly -pron- january check engine light come right take -pron- computer
3,airline hey guy -pron- flight booking problem system run -pron- first middle name together time flight booking problem go tsanightmare
1,airline -pron- cancel flightle flight give 2 week apply travel bank credit another flight credit transferable
3,airline travel bank credit issue -pron- company fraud acquire credit family friend charles kravitz see -pron- account
3,talk airline manager -pron- offer -pron- pay 3x cash -pron- originally pay nothank jetblue ripoff flyunite
3,jetblue user facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyomg bore read convo seem like jetblue point
3,airline cancel flightle ticket 3 good friend go vacation never tell -pron- jetblue fixthis ripoff user user
0,airline apparently pilot make announcement engine trouble lose fuel quickly
3,airline try charge -pron- 550 dollar cash ticket -pron- pay month advance isthisreal nevertoldus jetblue neveragain
5,airline please get service start user offer good route lile florida upstate ny vegas etc
1,airline cancel flightle flight send ticket tell buyer jetblue allow
7,airline -pron- resolution
7,airline make great first impression -pron- first flight 20 minute boarding gate agent still assign -pron- seat
1,airline -pron- flight 1318 delay connect boston -pron- possible switch -pron- flight 118 make -pron- connection
1,airline love cancel flightle ticket tell -pron- customer flyunite
5,airline ticket confirm send find today -pron- cancel flightle -pron- ticket month ago never send email jetblue
1,airline would good know month ago -pron- cancel flightle -pron- flight leave tomorrow telleveryone jetblue neveragain
2,airline rather try resolve customer issue option offer pay cash user airport write letter justifythissupport
0,airline flight booze serve 30 min give lostrevenue angryandsober bachelorpartymishap
3,airline use -pron- guy 10 year experience never ever use -pron-
1,airline manager tell -pron- write letter -pron- upset -pron- ticket leave tomorrow get cancel flightle without notice
5,airline maybe stop tell people wrong info -pron- customer service call
3,airline customer service bad update -pron- point use -pron- next point fly -pron- point system almost sham
2,airline ruin vacation leave right would think airline cancel flight ticket without tell buyer
6,airline better find way get -pron- puerto rico tomorrow morning besides charge -pron- three time cash -pron- originally pay
3,airline spend hour -pron- morning hold -pron- customer support want -pron- confirm flight take care
6,airline user user -pron- look like -pron- talk customer service
1,airline claim customer protection -pron- notify customer delay cancel flightlation diversion nottrue
3,airline processing error -pron- send full flight ticket confirmation flysouthwest
1,airline tell -pron- 130 pay confirm flight cost -pron- 56680 cash user airport 22 hour -pron- flight ripoff nosupport
2,airline worst book oct email confirm never inform cancel flightlation instruct mail write letter
0,airline -pron- info infuriate way previous rep treat -pron- -pron- possibly work jetblue rep
7,airline -pron- hang get name -pron- take accountability keep -pron- hold 20min next rep able track name
5,airline free wifi make television work -pron- staticy ithelpsabit
0,airline phone rep 30 min transfer ask -pron- bad rep ever
2,airline -pron- possible way contact -pron- fraud department mail physical letter telephone email really
2,airline flight 51 42415 move back book -pron- say -pron- arrive 1131 -pron- say 1208 cryingface
2,airline case make jackass -pron- -pron- allow favor sayget right care lessme vacation true seeampeter scott
4,airline false agent let -pron- extra leg room upgrade upgrade mint poor business practice badcustomerservice
3,airline try -pron- helpful really dissatisfied flight booking problem -pron- whole trip jet blue time around besides flight
3,airline rqstd upgrade mint lax tell use point turn 1600 bcz use point trueblue
6,airline trade customer experience short term sad previous loyal customer
5,airline flight 577 fll sfo speed line even though pay -pron- coffee flight -pron- non stop unscheduled stop
3,airline 15 service credit voucher receive tv work accept -pron- next flight pillow
7,user ceo battle appease passenger wall street user
6,airline every crew member deal orlando incredibly rude actually pretty disgusted jetblue right
4,airline -pron- -pron- standard protocol call security onto plane cry baby
0,airline finally start come 40 minute communication acceptable let -pron- today
0,airline find someone ask answer land almost 40 minute ago
0,airline flight 1951 bag come -pron- land 30 minute ago
7,airline gnight check po supervisor unaware policy suck guide -pron- internet -pron- v unfriendly
3,airline 2 hour delay sit plane -pron- still wanna charge -pron- beer nah good
